Campo,Estado,Valor,Porcentagem do Total de Focos;;;;;;;;
CORUMBA,MATO GROSSO DO SUL,8238,12.48%;;;;;;;;
POCONE,MATO GROSSO,5641,8.55%;;;;;;;;
SAO FELIX DO XINGU,PARA,5290,8.01%;;;;;;;;
ALTAMIRA,PARA,4865,7.37%;;;;;;;;
BARAO DE MELGAÇO,MATO GROSSO,3737,5.66%;;;;;;;;
PORTO VELHO,RONDONIA,3428,5.19%;;;;;;;;
APUA,AMAZONAS,2794,4.23%;;;;;;;;
CACERES,MATO GROSSO,2755,4.17%;;;;;;;;
NOVO PROGRESSO,PARA,2376,3.60%;;;;;;;;
LABREA,AMAZONAS,2361,3.58%;;;;;;;;
COLNIZA,MATO GROSSO,1873,2.84%;;;;;;;;
ITAITUBA,PARA,1799,2.73%;;;;;;;;
NOVO ARIPUANA,AMAZONAS,1793,2.72%;;;;;;;;
FEIJO,ACRE,1558,2.36%;;;;;;;;
SANTO ANTONIO DO LEVERGER,MATO GROSSO,1397,2.12%;;;;;;;;
MANICORE,AMAZONAS,1320,2.00%;;;;;;;;
BOCA DO ACRE,AMAZONAS,1246,1.89%;;;;;;;;
GAUCHA DO NORTE,MATO GROSSO,1187,1.80%;;;;;;;;
PORTEL,PARA,1162,1.76%;;;;;;;;
MIRADOR,MARANHAO,1136,1.72%;;;;;;;;
SENA MADUREIRA,ACRE,1109,1.68%;;;;;;;;
PORTO MURTINHO,MATO GROSSO DO SUL,1093,1.66%;;;;;;;;
NOVA MAMORE,RONDONIA,1028,1.56%;;;;;;;;
TARAUACA,ACRE,1023,1.55%;;;;;;;;
PARANATINGA,MATO GROSSO,1017,1.54%;;;;;;;;
ARIPUANA,MATO GROSSO,1001,1.52%;;;;;;;;
PACAJA,PARA,985,1.49%;;;;;;;;
HUMAITA,AMAZONAS,979,1.48%;;;;;;;;
ALTO PARNAIBA,MARANHAO,961,1.46%;;;;;;;;
JACAREACANGA,PARA,860,1.30%;;;;;;;;
